Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco
232800.00,4.32,37.00,1987.00,347.00,1095.00,357.00,33.82,-118.11,9079.17,28617.18,151193.80,519374.80,587381.92
254800.00,5.22,36.00,1946.00,346.00,871.00,336.00,33.82,-118.10,9599.69,29026.69,150653.24,519970.37,587979.93
218200.00,4.38,37.00,1756.00,345.00,836.00,335.00,33.82,-118.11,9079.17,28617.18,151193.80,519374.80,587381.92
224600.00,4.61,36.00,2565.00,458.00,1155.00,443.00,33.81,-118.12,7649.43,29252.68,150842.78,519631.99,587633.85
228500.00,4.21,37.00,1798.00,331.00,860.00,340.00,33.81,-118.12,7649.43,29252.68,150842.78,519631.99,587633.85
231400.00,4.78,37.00,1013.00,199.00,493.00,183.00,33.81,-118.13,7225.42,28905.28,151394.15,519039.11,587038.19
223900.00,4.33,37.00,1228.00,237.00,572.00,242.00,33.81,-118.13,7225.42,28905.28,151394.15,519039.11,587038.19
225400.00,5.18,37.00,1530.00,290.00,711.00,283.00,33.82,-118.13,8252.90,27871.80,152286.18,518186.34,586188.24
223700.00,3.73,36.00,665.00,114.00,273.00,112.00,33.82,-118.13,8252.90,27871.80,152286.18,518186.34,586188.24
241900.00,5.40,34.00,1903.00,343.00,928.00,349.00,33.81,-118.13,7225.42,28905.28,151394.15,519039.11,587038.19
227100.00,4.65,36.00,1749.00,322.00,855.00,319.00,33.81,-118.13,7225.42,28905.28,151394.15,519039.11,587038.19
233600.00,4.34,36.00,1026.00,182.00,505.00,176.00,33.80,-118.13,6227.02,29944.38,150505.04,519892.85,587889.01
226000.00,4.43,36.00,1496.00,271.00,743.00,265.00,33.80,-118.13,6227.02,29944.38,150505.04,519892.85,587889.01
223000.00,4.09,41.00,1509.00,325.00,821.00,314.00,33.80,-118.13,6227.02,29944.38,150505.04,519892.85,587889.01
219800.00,3.10,44.00,1886.00,399.00,1167.00,372.00,33.80,-118.15,5593.37,29348.95,151625.44,518711.59,586701.60
249200.00,5.04,36.00,1774.00,299.00,784.00,298.00,33.81,-118.12,7649.43,29252.68,150842.78,519631.99,587633.85
250700.00,4.69,36.00,1665.00,291.00,721.00,294.00,33.81,-118.12,7649.43,29252.68,150842.78,519631.99,587633.85
256300.00,2.71,35.00,1835.00,435.00,774.00,418.00,33.80,-118.12,6714.43,30279.90,149950.34,520484.83,588483.88
251400.00,5.37,36.00,1257.00,205.00,530.00,211.00,33.80,-118.12,6714.43,30279.90,149950.34,520484.83,588483.88
235000.00,4.39,36.00,1837.00,319.00,810.00,305.00,33.80,-118.11,7286.98,30639.54,149399.38,521077.70,589079.54
244900.00,5.59,36.00,1993.00,354.00,884.00,337.00,33.79,-118.11,6491.82,31660.86,148506.52,521930.62,589929.65
257000.00,5.79,36.00,2223.00,370.00,1039.00,370.00,33.79,-118.11,6491.82,31660.86,148506.52,521930.62,589929.65
243300.00,5.08,36.00,1371.00,250.00,666.00,257.00,33.81,-118.09,9364.05,30439.21,149211.24,521415.98,589425.50
253900.00,4.48,36.00,1724.00,322.00,838.00,328.00,33.80,-118.09,8617.35,31427.81,148308.79,522266.13,590273.16
244800.00,4.66,36.00,1680.00,291.00,744.00,280.00,33.80,-118.11,7286.98,30639.54,149399.38,521077.70,589079.54
231600.00,5.46,35.00,1034.00,180.00,444.00,177.00,33.80,-118.11,7286.98,30639.54,149399.38,521077.70,589079.54
257900.00,6.22,37.00,1694.00,280.00,776.00,271.00,33.81,-118.11,8156.55,29624.75,150295.15,520225.76,588230.29
239600.00,5.62,36.00,1962.00,325.00,786.00,315.00,33.81,-118.10,8732.30,30020.57,149751.29,520820.43,588827.51
240800.00,5.06,37.00,1814.00,329.00,850.00,328.00,33.80,-118.10,7926.23,31022.46,148852.18,521671.47,589675.96
247300.00,5.85,36.00,4210.00,657.00,1911.00,631.00,33.79,-118.09,7593.40,32424.39,147409.20,523117.25,591121.71
251800.00,5.74,35.00,4466.00,740.00,2134.00,743.00,33.78,-118.10,6586.92,33047.36,147062.69,523376.49,591375.49
287200.00,5.74,35.00,2370.00,379.00,996.00,380.00,33.79,-118.10,7202.08,32031.61,147955.96,522523.49,590525.29
249400.00,5.18,36.00,3359.00,596.00,1522.00,565.00,33.79,-118.10,7202.08,32031.61,147955.96,522523.49,590525.29
500001.00,7.98,16.00,3985.00,567.00,1327.00,564.00,33.78,-118.11,5801.75,32688.09,147616.65,522784.51,590780.63
500001.00,4.61,29.00,2937.00,524.00,1132.00,528.00,33.79,-118.13,5274.26,30988.54,149618.91,520747.57,588740.70
500001.00,3.72,31.00,3039.00,739.00,1199.00,697.00,33.78,-118.13,4396.89,32037.26,148735.82,521603.25,589593.25
480600.00,5.34,36.00,1245.00,211.00,508.00,221.00,33.79,-118.13,5274.26,30988.54,149618.91,520747.57,588740.70
232400.00,4.33,43.00,1471.00,301.00,767.00,311.00,33.79,-118.12,5841.78,31312.91,149060.86,521338.65,589334.79
240700.00,4.17,41.00,1762.00,314.00,738.00,300.00,33.79,-118.12,5841.78,31312.91,149060.86,521338.65,589334.79
236200.00,5.01,44.00,2153.00,375.00,947.00,364.00,33.79,-118.13,5274.26,30988.54,149618.91,520747.57,588740.70
234800.00,4.38,45.00,2317.00,448.00,1057.00,428.00,33.79,-118.13,5274.26,30988.54,149618.91,520747.57,588740.70
212500.00,4.65,45.00,1519.00,263.00,681.00,267.00,33.79,-118.14,4818.50,30688.49,150180.65,520157.39,588147.39
242900.00,3.77,20.00,6678.00,1797.00,3625.00,1599.00,33.79,-118.13,5274.26,30988.54,149618.91,520747.57,588740.70
203900.00,3.42,43.00,2506.00,531.00,1230.00,543.00,33.80,-118.14,5846.07,29633.80,151063.42,519301.77,587294.92
196300.00,3.78,5.00,3700.00,993.00,1657.00,848.00,33.79,-118.15,4508.54,30413.49,150746.03,519568.11,587554.87
209400.00,3.48,23.00,2573.00,688.00,1478.00,604.00,33.79,-118.14,4818.50,30688.49,150180.65,520157.39,588147.39
215400.00,3.17,44.00,2388.00,619.00,1461.00,592.00,33.79,-118.14,4818.50,30688.49,150180.65,520157.39,588147.39
217900.00,3.11,44.00,2101.00,496.00,1038.00,500.00,33.78,-118.14,3838.27,31747.09,149300.95,521013.97,589000.73
185900.00,3.05,25.00,4013.00,1097.00,2297.00,969.00,33.79,-118.15,4508.54,30413.49,150746.03,519568.11,587554.87
181300.00,2.09,17.00,1584.00,435.00,904.00,406.00,33.78,-118.15,3441.06,31481.30,149869.71,520425.59,588409.00
139100.00,1.98,14.00,1709.00,558.00,1939.00,520.00,33.78,-118.16,3264.74,31240.52,150442.08,519838.12,587818.05
152700.00,2.02,33.00,2048.00,585.00,2074.00,597.00,33.78,-118.16,3264.74,31240.52,150442.08,519838.12,587818.05
153700.00,2.40,25.00,3742.00,1180.00,3916.00,1063.00,33.79,-118.16,4375.47,30164.21,151315.02,518979.74,586963.13
164000.00,2.88,26.00,3061.00,844.00,2135.00,769.00,33.79,-118.16,4375.47,30164.21,151315.02,518979.74,586963.13
139700.00,2.38,32.00,2171.00,672.00,3002.00,648.00,33.79,-118.17,4435.23,29941.31,151887.56,518392.27,586372.18
115900.00,1.93,30.00,1349.00,519.00,2646.00,552.00,33.79,-118.17,4435.23,29941.31,151887.56,518392.27,586372.18
129700.00,1.27,36.00,1697.00,550.00,1379.00,434.00,33.78,-118.18,3663.43,30836.25,151597.43,518665.90,586638.52
130000.00,2.02,27.00,1580.00,510.00,1896.00,448.00,33.79,-118.18,4680.44,29745.37,152463.62,517805.72,585782.02
118300.00,1.76,28.00,1219.00,408.00,1816.00,348.00,33.79,-118.17,4435.23,29941.31,151887.56,518392.27,586372.18
162500.00,1.22,20.00,1255.00,360.00,1201.00,318.00,33.79,-118.18,4680.44,29745.37,152463.62,517805.72,585782.02
156300.00,2.25,29.00,1170.00,369.00,1398.00,373.00,33.78,-118.19,4167.17,30673.78,152180.34,518081.16,586049.94
126600.00,2.14,37.00,1834.00,551.00,1967.00,476.00,33.79,-118.19,5084.35,29576.93,153043.17,517220.08,585192.66
141700.00,1.94,30.00,3107.00,994.00,3543.00,850.00,33.79,-118.19,5084.35,29576.93,153043.17,517220.08,585192.66
137500.00,2.85,24.00,225.00,72.00,439.00,71.00,33.78,-118.19,4167.17,30673.78,152180.34,518081.16,586049.94
116700.00,2.07,25.00,2851.00,968.00,3744.00,906.00,33.79,-118.20,5612.80,29436.46,153626.16,516635.35,584604.09
112500.00,4.59,33.00,32.00,18.00,96.00,36.00,33.79,-118.21,6121.85,29324.36,154212.55,516051.55,584016.31
150000.00,2.20,44.00,121.00,29.00,153.00,30.00,33.79,-118.21,6121.85,29324.36,154212.55,516051.55,584016.31
104200.00,1.70,48.00,143.00,41.00,222.00,50.00,33.79,-118.22,5388.60,29240.97,154802.30,515468.67,583429.34
87500.00,5.00,21.00,49.00,14.00,29.00,16.00,33.76,-118.23,3183.67,32519.58,152857.21,517483.65,585427.06
218800.00,1.33,21.00,2741.00,1029.00,2924.00,969.00,33.78,-118.19,4167.17,30673.78,152180.34,518081.16,586049.94
187500.00,0.93,35.00,1511.00,593.00,914.00,539.00,33.78,-118.19,4167.17,30673.78,152180.34,518081.16,586049.94
175000.00,1.71,46.00,1889.00,651.00,1545.00,587.00,33.78,-118.20,4797.79,30538.34,152766.69,517497.34,585462.16
168800.00,1.99,48.00,1766.00,497.00,1908.00,466.00,33.78,-118.20,4797.79,30538.34,152766.69,517497.34,585462.16
162500.00,2.33,52.00,2662.00,893.00,3018.00,763.00,33.78,-118.20,4797.79,30538.34,152766.69,517497.34,585462.16
137500.00,1.23,35.00,1574.00,603.00,820.00,514.00,33.77,-118.19,3369.39,31771.69,151320.76,518943.20,586908.08
131300.00,1.29,40.00,2034.00,899.00,1257.00,797.00,33.77,-118.20,4123.95,31640.94,151910.50,518360.28,586321.09
145800.00,1.51,24.00,2404.00,819.00,1566.00,753.00,33.77,-118.20,4123.95,31640.94,151910.50,518360.28,586321.09
143800.00,1.98,22.00,1118.00,437.00,1190.00,399.00,33.77,-118.20,4123.95,31640.94,151910.50,518360.28,586321.09
2e+05,2.23,52.00,1375.00,457.00,1089.00,317.00,33.77,-118.20,4123.95,31640.94,151910.50,518360.28,586321.09
129200.00,2.78,41.00,1158.00,396.00,1209.00,336.00,33.77,-118.20,4123.95,31640.94,151910.50,518360.28,586321.09
106300.00,2.23,42.00,517.00,233.00,995.00,212.00,33.77,-118.20,4123.95,31640.94,151910.50,518360.28,586321.09
162500.00,1.50,45.00,1434.00,627.00,735.00,518.00,33.77,-118.18,2721.72,31928.59,150734.46,519527.04,587495.87
162500.00,4.66,25.00,1442.00,392.00,632.00,385.00,33.76,-118.19,2795.19,32870.54,150464.49,519806.18,587767.07
2e+05,1.40,52.00,1562.00,616.00,692.00,512.00,33.77,-118.19,3369.39,31771.69,151320.76,518943.20,586908.08
155000.00,1.55,39.00,1645.00,547.00,1339.00,499.00,33.77,-118.18,2721.72,31928.59,150734.46,519527.04,587495.87
112500.00,1.15,36.00,1833.00,688.00,1128.00,620.00,33.77,-118.18,2721.72,31928.59,150734.46,519527.04,587495.87
137500.00,1.62,21.00,2103.00,727.00,1064.00,603.00,33.77,-118.19,3369.39,31771.69,151320.76,518943.20,586908.08
150000.00,1.07,31.00,1711.00,691.00,1092.00,568.00,33.77,-118.19,3369.39,31771.69,151320.76,518943.20,586908.08
152500.00,1.46,20.00,1852.00,556.00,1712.00,556.00,33.78,-118.18,3663.43,30836.25,151597.43,518665.90,586638.52
1e+05,2.08,17.00,1419.00,436.00,1300.00,360.00,33.78,-118.18,3663.43,30836.25,151597.43,518665.90,586638.52
162500.00,1.56,52.00,1180.00,381.00,1046.00,332.00,33.78,-118.18,3663.43,30836.25,151597.43,518665.90,586638.52
162500.00,1.58,31.00,1648.00,484.00,898.00,457.00,33.78,-118.19,4167.17,30673.78,152180.34,518081.16,586049.94
162500.00,2.55,8.00,992.00,393.00,694.00,331.00,33.78,-118.19,4167.17,30673.78,152180.34,518081.16,586049.94
162500.00,1.84,29.00,1013.00,392.00,1083.00,316.00,33.78,-118.19,4167.17,30673.78,152180.34,518081.16,586049.94
175000.00,1.80,42.00,1021.00,300.00,533.00,187.00,33.78,-118.19,4167.17,30673.78,152180.34,518081.16,586049.94
140200.00,1.74,29.00,2920.00,962.00,3580.00,772.00,33.78,-118.17,3344.42,31025.33,151017.99,519251.55,587227.89
186200.00,1.96,23.00,3768.00,1261.00,3940.00,1098.00,33.78,-118.17,3344.42,31025.33,151017.99,519251.55,587227.89
146200.00,1.77,26.00,3042.00,1253.00,4812.00,1141.00,33.78,-118.18,3663.43,30836.25,151597.43,518665.90,586638.52
147500.00,1.92,44.00,2364.00,746.00,3184.00,672.00,33.78,-118.17,3344.42,31025.33,151017.99,519251.55,587227.89
181300.00,2.25,36.00,2933.00,881.00,2077.00,838.00,33.77,-118.17,2274.18,32111.25,150151.63,520111.79,588084.45
191100.00,2.68,45.00,2508.00,797.00,1340.00,720.00,33.77,-118.17,2274.18,32111.25,150151.63,520111.79,588084.45
165600.00,2.35,38.00,2239.00,721.00,984.00,684.00,33.77,-118.17,2274.18,32111.25,150151.63,520111.79,588084.45
180400.00,2.14,39.00,2953.00,878.00,1379.00,785.00,33.77,-118.17,2274.18,32111.25,150151.63,520111.79,588084.45
154700.00,2.28,12.00,4409.00,1401.00,3068.00,1262.00,33.77,-118.17,2274.18,32111.25,150151.63,520111.79,588084.45
137500.00,1.13,29.00,1776.00,606.00,1391.00,488.00,33.77,-118.18,2721.72,31928.59,150734.46,519527.04,587495.87
159400.00,2.64,30.00,1418.00,439.00,720.00,417.00,33.77,-118.18,2721.72,31928.59,150734.46,519527.04,587495.87
241700.00,2.68,37.00,1127.00,327.00,492.00,331.00,33.77,-118.17,2274.18,32111.25,150151.63,520111.79,588084.45
310000.00,4.10,30.00,5915.00,1750.00,2136.00,1503.00,33.74,-118.18,2050.85,35212.97,148165.46,522116.12,590073.00
218800.00,3.11,45.00,2151.00,643.00,1047.00,579.00,33.77,-118.17,2274.18,32111.25,150151.63,520111.79,588084.45
220000.00,3.02,45.00,2143.00,697.00,1004.00,594.00,33.77,-118.17,2274.18,32111.25,150151.63,520111.79,588084.45
325000.00,2.35,37.00,2653.00,754.00,1087.00,698.00,33.77,-118.18,2721.72,31928.59,150734.46,519527.04,587495.87
193800.00,2.57,41.00,2048.00,601.00,852.00,533.00,33.77,-118.18,2721.72,31928.59,150734.46,519527.04,587495.87
175000.00,1.84,49.00,2297.00,759.00,1105.00,629.00,33.77,-118.18,2721.72,31928.59,150734.46,519527.04,587495.87
382100.00,3.81,49.00,3382.00,787.00,1314.00,756.00,33.77,-118.16,2155.28,32319.24,149572.31,520697.46,588673.82
500001.00,3.78,36.00,2006.00,453.00,807.00,426.00,33.74,-118.17,1403.34,35378.74,147572.28,522698.19,590659.23
306300.00,3.90,30.00,4439.00,1105.00,1749.00,1011.00,33.77,-118.16,2155.28,32319.24,149572.31,520697.46,588673.82
266300.00,2.72,39.00,2428.00,634.00,1312.00,612.00,33.77,-118.15,2414.08,32552.08,148996.53,521284.03,589263.99
272200.00,2.76,30.00,2800.00,757.00,1292.00,742.00,33.77,-118.16,2155.28,32319.24,149572.31,520697.46,588673.82
304100.00,2.94,38.00,3235.00,769.00,1284.00,752.00,33.77,-118.16,2155.28,32319.24,149572.31,520697.46,588673.82
232500.00,2.88,29.00,3078.00,786.00,1460.00,736.00,33.77,-118.16,2155.28,32319.24,149572.31,520697.46,588673.82
225000.00,3.05,25.00,4405.00,1262.00,2178.00,1090.00,33.77,-118.17,2274.18,32111.25,150151.63,520111.79,588084.45
163300.00,2.13,15.00,4798.00,1374.00,3087.00,1212.00,33.78,-118.16,3264.74,31240.52,150442.08,519838.12,587818.05
222500.00,2.33,39.00,4075.00,1085.00,2470.00,1025.00,33.78,-118.16,3264.74,31240.52,150442.08,519838.12,587818.05
222900.00,3.17,52.00,3248.00,853.00,1819.00,815.00,33.78,-118.16,3264.74,31240.52,150442.08,519838.12,587818.05
179700.00,1.70,29.00,3684.00,1301.00,3891.00,1143.00,33.78,-118.16,3264.74,31240.52,150442.08,519838.12,587818.05
207800.00,3.30,13.00,3056.00,861.00,1600.00,824.00,33.78,-118.15,3441.06,31481.30,149869.71,520425.59,588409.00
198600.00,3.58,12.00,4436.00,1133.00,2176.00,1002.00,33.78,-118.15,3441.06,31481.30,149869.71,520425.59,588409.00
250000.00,3.62,35.00,2768.00,752.00,1277.00,651.00,33.78,-118.15,3441.06,31481.30,149869.71,520425.59,588409.00
233300.00,3.41,42.00,1898.00,488.00,940.00,483.00,33.78,-118.14,3838.27,31747.09,149300.95,521013.97,589000.73
434500.00,7.50,45.00,1016.00,172.00,361.00,163.00,33.78,-118.13,4396.89,32037.26,148735.82,521603.25,589593.25
307400.00,3.29,49.00,2792.00,690.00,1301.00,648.00,33.77,-118.14,2952.87,32809.22,148424.36,521871.51,589854.93
342900.00,3.88,51.00,2812.00,621.00,1171.00,566.00,33.77,-118.14,2952.87,32809.22,148424.36,521871.51,589854.93
393900.00,4.18,52.00,2204.00,498.00,899.00,445.00,33.77,-118.15,2414.08,32552.08,148996.53,521284.03,589263.99
339800.00,4.50,41.00,3448.00,896.00,1621.00,838.00,33.77,-118.15,2414.08,32552.08,148996.53,521284.03,589263.99
271100.00,3.55,27.00,3043.00,787.00,1398.00,747.00,33.77,-118.15,2414.08,32552.08,148996.53,521284.03,589263.99
432500.00,3.90,37.00,3242.00,698.00,1080.00,629.00,33.76,-118.14,2275.85,33874.55,147550.94,522730.01,590709.99
5e+05,3.63,29.00,2743.00,708.00,1059.00,651.00,33.72,-118.16,3416.39,37741.80,145273.01,525008.35,592965.41
500001.00,3.60,36.00,2916.00,785.00,1183.00,749.00,33.76,-118.15,1512.44,33625.52,148126.56,522143.43,590119.83
361800.00,3.53,36.00,4366.00,1211.00,1912.00,1172.00,33.77,-118.15,2414.08,32552.08,148996.53,521284.03,589263.99
381000.00,4.55,52.00,2216.00,526.00,940.00,530.00,33.76,-118.13,3127.45,34146.70,146978.95,523317.51,591300.94
439300.00,4.25,44.00,1543.00,463.00,652.00,406.00,33.76,-118.13,3127.45,34146.70,146978.95,523317.51,591300.94
4e+05,4.08,39.00,1995.00,634.00,867.00,567.00,33.75,-118.14,2027.91,34942.78,146680.75,523589.47,591565.90
378000.00,4.39,52.00,2677.00,642.00,1144.00,624.00,33.76,-118.14,2275.85,33874.55,147550.94,522730.01,590709.99
398100.00,3.52,50.00,2960.00,761.00,1179.00,718.00,33.76,-118.14,2275.85,33874.55,147550.94,522730.01,590709.99
408300.00,3.39,44.00,1633.00,536.00,741.00,513.00,33.76,-118.14,2275.85,33874.55,147550.94,522730.01,590709.99
5e+05,5.84,52.00,2208.00,409.00,791.00,408.00,33.77,-118.14,2952.87,32809.22,148424.36,521871.51,589854.93
418800.00,4.74,50.00,914.00,167.00,322.00,165.00,33.76,-118.14,2275.85,33874.55,147550.94,522730.01,590709.99
363800.00,4.79,46.00,2834.00,673.00,1175.00,670.00,33.76,-118.13,3127.45,34146.70,146978.95,523317.51,591300.94
406900.00,3.94,44.00,2532.00,621.00,961.00,550.00,33.76,-118.13,3127.45,34146.70,146978.95,523317.51,591300.94
461500.00,3.78,43.00,3070.00,668.00,1240.00,646.00,33.76,-118.12,4011.45,34441.45,146410.63,523905.90,591892.67
500001.00,7.37,47.00,3330.00,569.00,1220.00,557.00,33.75,-118.12,3876.32,35492.68,145533.49,524763.57,592747.01
500001.00,7.08,45.00,3035.00,516.00,1127.00,527.00,33.76,-118.12,4011.45,34441.45,146410.63,523905.90,591892.67
500001.00,3.99,41.00,2072.00,491.00,742.00,414.00,33.75,-118.12,3876.32,35492.68,145533.49,524763.57,592747.01
500001.00,5.18,36.00,2484.00,525.00,792.00,446.00,33.71,-118.14,4957.08,39240.00,143233.44,527036.70,594997.97
267400.00,5.61,15.00,4690.00,1002.00,1879.00,974.00,33.76,-118.10,4576.38,35096.37,145285.19,525085.37,593078.47
367300.00,5.15,15.00,9103.00,1847.00,3333.00,1712.00,33.77,-118.11,5258.29,33720.70,146729.80,523639.37,591632.48
463500.00,6.04,20.00,4534.00,954.00,1941.00,892.00,33.77,-118.12,4430.62,33394.14,147290.94,523049.19,591039.18
500001.00,10.22,10.00,7264.00,1137.00,2528.00,1057.00,33.77,-118.12,4430.62,33394.14,147290.94,523049.19,591039.18
395200.00,4.69,52.00,3697.00,691.00,1436.00,671.00,33.77,-118.13,3649.70,33090.11,147855.81,522459.90,590446.67
360700.00,5.30,37.00,4365.00,926.00,1661.00,868.00,33.77,-118.13,3649.70,33090.11,147855.81,522459.90,590446.67
450000.00,2.16,27.00,1675.00,521.00,744.00,331.00,33.35,-118.32,4705.01,78403.47,129016.54,548914.36,616519.53
414700.00,2.83,52.00,2359.00,591.00,1100.00,431.00,33.34,-118.33,4278.59,79598.48,129202.55,549290.29,616876.83
3e+05,3.39,52.00,2127.00,512.00,733.00,288.00,33.33,-118.32,2888.76,80618.65,127824.84,550734.04,618322.10
450000.00,2.74,52.00,996.00,264.00,341.00,160.00,33.34,-118.32,3742.27,79511.00,128417.26,549823.83,617420.47
287500.00,2.60,29.00,716.00,214.00,422.00,173.00,33.43,-118.48,2215.56,72557.73,146322.98,533128.45,600635.24
1e+05,1.55,32.00,3508.00,917.00,2794.00,839.00,33.96,-118.29,14770.76,11109.22,173607.45,496769.57,564766.20
99600.00,1.51,36.00,1786.00,418.00,1367.00,393.00,33.95,-118.30,13326.11,12497.34,173291.91,497032.92,565023.16
109800.00,2.00,31.00,2839.00,792.00,2390.00,729.00,33.95,-118.29,13938.19,12143.38,172726.30,497623.12,565616.60
100800.00,1.25,41.00,2057.00,550.00,1805.00,506.00,33.95,-118.30,13326.11,12497.34,173291.91,497032.92,565023.16
96900.00,2.20,27.00,1774.00,444.00,1622.00,402.00,33.95,-118.30,13326.11,12497.34,173291.91,497032.92,565023.16
94000.00,1.59,35.00,1182.00,305.00,977.00,283.00,33.95,-118.30,13326.11,12497.34,173291.91,497032.92,565023.16
108600.00,1.56,38.00,2407.00,630.00,1774.00,562.00,33.94,-118.29,13147.01,13190.21,171847.82,498477.68,566467.90
114900.00,2.57,36.00,3504.00,862.00,2521.00,836.00,33.94,-118.30,12496.15,13516.82,172416.38,497888.43,565875.28
99300.00,2.01,36.00,2041.00,531.00,1390.00,464.00,33.94,-118.30,12496.15,13516.82,172416.38,497888.43,565875.28
123800.00,1.67,32.00,2701.00,708.00,1880.00,590.00,33.94,-118.29,13147.01,13190.21,171847.82,498477.68,566467.90
111200.00,1.72,32.00,1815.00,488.00,1715.00,475.00,33.93,-118.29,12405.14,14246.91,170972.05,499333.26,567320.10
99200.00,1.20,35.00,1300.00,356.00,1216.00,326.00,33.93,-118.30,11713.05,14549.85,171543.58,498744.94,566728.30
124300.00,1.40,36.00,2196.00,633.00,2017.00,583.00,33.93,-118.30,11713.05,14549.85,171543.58,498744.94,566728.30
128000.00,3.20,40.00,2434.00,477.00,1646.00,453.00,33.93,-118.30,11713.05,14549.85,171543.58,498744.94,566728.30
127900.00,4.29,37.00,1282.00,244.00,852.00,249.00,33.93,-118.31,11054.74,14903.75,172118.23,498157.57,566137.32
126700.00,3.66,44.00,1854.00,367.00,976.00,335.00,33.94,-118.31,11881.39,13897.00,172988.06,497300.11,565283.48
175000.00,2.24,40.00,1917.00,438.00,1021.00,383.00,33.94,-118.31,11881.39,13897.00,172988.06,497300.11,565283.48
145800.00,3.22,40.00,1323.00,243.00,684.00,229.00,33.94,-118.31,11881.39,13897.00,172988.06,497300.11,565283.48
153800.00,3.78,40.00,1550.00,278.00,798.00,270.00,33.94,-118.31,11881.39,13897.00,172988.06,497300.11,565283.48
142000.00,5.58,42.00,1173.00,201.00,602.00,186.00,33.93,-118.31,11054.74,14903.75,172118.23,498157.57,566137.32
150300.00,4.95,43.00,1834.00,292.00,997.00,295.00,33.93,-118.31,11054.74,14903.75,172118.23,498157.57,566137.32
168800.00,4.54,37.00,2740.00,504.00,1468.00,479.00,33.94,-118.32,11308.61,14326.51,173562.83,496712.74,564692.49
172100.00,4.25,37.00,2379.00,462.00,1327.00,445.00,33.93,-118.32,10436.61,15305.08,172695.96,497571.14,565547.15
148400.00,4.41,37.00,1831.00,356.00,925.00,338.00,33.93,-118.33,9866.22,15750.20,173276.75,496985.66,564957.80
156000.00,6.07,38.00,694.00,112.00,412.00,119.00,33.93,-118.33,9866.22,15750.20,173276.75,496985.66,564957.80
159900.00,4.06,35.00,1213.00,284.00,742.00,253.00,33.93,-118.34,9352.31,16235.53,173860.56,496401.13,564369.27
186200.00,3.16,37.00,1487.00,296.00,863.00,291.00,33.94,-118.32,11308.61,14326.51,173562.83,496712.74,564692.49
183800.00,4.64,38.00,1067.00,170.00,499.00,169.00,33.94,-118.32,11308.61,14326.51,173562.83,496712.74,564692.49
189000.00,4.05,36.00,1722.00,280.00,830.00,261.00,33.94,-118.32,11308.61,14326.51,173562.83,496712.74,564692.49
192000.00,4.00,36.00,1153.00,224.00,639.00,226.00,33.94,-118.32,11308.61,14326.51,173562.83,496712.74,564692.49
137500.00,1.93,31.00,3757.00,1102.00,3288.00,964.00,33.94,-118.33,10784.50,14801.04,174140.65,496126.32,564102.32
191000.00,5.52,47.00,1453.00,247.00,721.00,276.00,33.96,-118.32,13161.56,12436.83,175304.86,494998.97,562985.86
183500.00,3.17,43.00,3819.00,708.00,1505.00,712.00,33.95,-118.32,12219.62,13368.82,174432.47,495855.35,563838.73
189800.00,4.21,24.00,6513.00,1290.00,2636.00,1271.00,33.96,-118.33,12714.17,12980.50,175876.83,494410.66,562394.04
175600.00,4.67,44.00,2023.00,325.00,992.00,326.00,33.95,-118.32,12219.62,13368.82,174432.47,495855.35,563838.73
169800.00,5.09,44.00,2131.00,360.00,1040.00,330.00,33.95,-118.32,12219.62,13368.82,174432.47,495855.35,563838.73
194100.00,5.44,33.00,1923.00,459.00,1412.00,361.00,33.95,-118.34,11307.83,14424.48,175585.29,494681.57,562657.56
164900.00,2.71,52.00,1590.00,302.00,844.00,295.00,33.97,-118.32,14128.23,11536.76,176179.94,494143.61,562133.90
171300.00,3.85,47.00,1885.00,361.00,954.00,357.00,33.96,-118.32,13161.56,12436.83,175304.86,494998.97,562985.86
166500.00,3.32,47.00,1297.00,292.00,704.00,264.00,33.96,-118.32,13161.56,12436.83,175304.86,494998.97,562985.86
157100.00,4.39,46.00,1504.00,270.00,814.00,306.00,33.97,-118.32,14128.23,11536.76,176179.94,494143.61,562133.90
188200.00,5.50,45.00,2230.00,364.00,949.00,344.00,33.97,-118.34,13347.65,12744.81,177321.13,492966.04,560949.43
189200.00,2.30,42.00,1686.00,361.00,737.00,319.00,33.96,-118.33,12714.17,12980.50,175876.83,494410.66,562394.04
198200.00,2.01,42.00,2084.00,517.00,1062.00,451.00,33.96,-118.33,12714.17,12980.50,175876.83,494410.66,562394.04
143500.00,2.07,33.00,1495.00,474.00,1272.00,447.00,33.97,-118.35,13038.05,13403.19,177896.25,492378.68,560358.43
159400.00,2.23,25.00,1864.00,616.00,1710.00,575.00,33.97,-118.35,13038.05,13403.19,177896.25,492378.68,560358.43
128100.00,3.27,26.00,1725.00,431.00,1130.00,404.00,33.97,-118.35,13038.05,13403.19,177896.25,492378.68,560358.43
143400.00,2.67,26.00,3832.00,1074.00,2340.00,904.00,33.97,-118.35,13038.05,13403.19,177896.25,492378.68,560358.43
152800.00,3.12,33.00,1884.00,477.00,1518.00,449.00,33.98,-118.35,14101.33,12670.24,178765.37,491521.49,559504.89
